forecast_date,split,lead_day,block,forecast_target_date,forecast_rainfall_mm,valid_pixel_count,source_issue,source_target,target_7d_rainfall_mm
2021-09-04,val,1,Sangrur,2021-09-05,1.23886824292796,28,2021.09.04,2021.09.05,35.276790618344016
2021-09-04,val,1,Sunam,2021-09-05,1.799908344234739,28,2021.09.04,2021.09.05,34.02975506711343
2021-09-04,val,2,Dhuri,2021-09-06,0.6303210732611743,22,2021.09.04,2021.09.06,49.22304597395183
2021-09-04,val,2,Lehra,2021-09-06,1.008947554975748,16,2021.09.04,2021.09.06,38.115407229766646
2021-09-04,val,2,Malerkotla,2021-09-06,0.6169472304838044,28,2021.09.04,2021.09.06,48.626199321400016
2021-09-04,val,2,Moonak,2021-09-06,1.1086081316073737,12,2021.09.04,2021.09.06,48.116882745475145
2021-09-04,val,2,Sangrur,2021-09-06,1.0123018526605196,28,2021.09.04,2021.09.06,35.276790618344016
2021-09-04,val,2,Sunam,2021-09-06,1.1212323031255178,28,2021.09.04,2021.09.06,34.02975506711343
2021-09-04,val,3,Dhuri,2021-09-07,5.612411303953691,22,2021.09.04,2021.09.07,49.22304597395183
2021-09-04,val,3,Lehra,2021-09-07,6.506899476051331,16,2021.09.04,2021.09.07,38.115407229766646
2021-09-04,val,3,Malerkotla,2021-09-07,5.790743606431144,28,2021.09.04,2021.09.07,48.626199321400016
2021-09-04,val,3,Moonak,2021-09-07,7.06283704439799,12,2021.09.04,2021.09.07,48.116882745475145
2021-09-04,val,3,Sangrur,2021-09-07,6.204879437174116,28,2021.09.04,2021.09.07,35.276790618344016
2021-09-04,val,3,Sunam,2021-09-07,6.451161571911404,28,2021.09.04,2021.09.07,34.02975506711343
2021-09-04,val,4,Dhuri,2021-09-08,13.466690583662553,22,2021.09.04,2021.09.08,49.22304597395183
2021-09-04,val,4,Lehra,2021-09-08,12.68361473083496,16,2021.09.04,2021.09.08,38.115407229766646
2021-09-04,val,4,Malerkotla,2021-09-08,13.2052720614842,28,2021.09.04,2021.09.08,48.626199321400016
2021-09-04,val,4,Moonak,2021-09-08,11.168127377827965,12,2021.09.04,2021.09.08,48.116882745475145
2021-09-04,val,4,Sangrur,2021-09-08,13.34561129978725,28,2021.09.04,2021.09.08,35.276790618344016
2021-09-04,val,4,Sunam,2021-09-08,12.78672902924674,28,2021.09.04,2021.09.08,34.02975506711343
2021-09-04,val,5,Dhuri,2021-09-09,16.08334142511541,22,2021.09.04,2021.09.09,49.22304597395183
2021-09-04,val,5,Lehra,2021-09-09,18.384390115737915,16,2021.09.04,2021.09.09,38.115407229766646
2021-09-04,val,5,Malerkotla,2021-09-09,14.518336398260931,28,2021.09.04,2021.09.09,48.626199321400016
2021-09-04,val,5,Moonak,2021-09-09,17.704627911249798,12,2021.09.04,2021.09.09,48.116882745475145
2021-09-04,val,5,Sangrur,2021-09-09,17.039261954171316,28,2021.09.04,2021.09.09,35.276790618344016
2021-09-04,val,5,Sunam,2021-09-09,17.85679418700082,28,2021.09.04,2021.09.09,34.02975506711343
2021-09-04,val,6,Dhuri,2021-09-10,21.56507726149125,22,2021.09.04,2021.09.10,49.22304597395183
2021-09-04,val,6,Lehra,2021-09-10,19.04401367902756,16,2021.09.04,2021.09.10,38.115407229766646
2021-09-04,val,6,Malerkotla,2021-09-10,20.64593499047416,28,2021.09.04,2021.09.10,48.626199321400016
2021-09-04,val,6,Moonak,2021-09-10,16.887360254923504,12,2021.09.04,2021.09.10,48.116882745475145
2021-09-04,val,6,Sangrur,2021-09-10,20.9510988507952,28,2021.09.04,2021.09.10,35.276790618344016
2021-09-04,val,6,Sunam,2021-09-10,20.22014897210257,28,2021.09.04,2021.09.10,34.02975506711343
2021-09-04,val,7,Dhuri,2021-09-11,9.80294960195368,22,2021.09.04,2021.09.11,49.22304597395183
2021-09-04,val,7,Lehra,2021-09-11,13.060316741466522,16,2021.09.04,2021.09.11,38.115407229766646
2021-09-04,val,7,Malerkotla,2021-09-11,9.439927441733223,28,2021.09.04,2021.09.11,48.626199321400016
2021-09-04,val,7,Moonak,2021-09-11,13.403613567352297,12,2021.09.04,2021.09.11,48.116882745475145
2021-09-04,val,7,Sangrur,2021-09-11,10.788580349513463,28,2021.09.04,2021.09.11,35.276790618344016
2021-09-04,val,7,Sunam,2021-09-11,11.80212674822126,28,2021.09.04,2021.09.11,34.02975506711343
2021-09-03,val,1,Dhuri,2021-09-04,4.7343782945112745,22,2021.09.03,2021.09.04,34.853638473308116
2021-09-03,val,1,Lehra,2021-09-04,6.387260884046555,16,2021.09.03,2021.09.04,32.8495698600343
2021-09-03,val,1,Malerkotla,2021-09-04,3.654676428862981,28,2021.09.03,2021.09.04,32.95608657671671
2021-09-03,val,1,Moonak,2021-09-04,7.026207725207011,12,2021.09.03,2021.09.04,44.58104012737421
2021-09-03,val,1,Sangrur,2021-09-04,5.296350291797093,28,2021.09.03,2021.09.04,26.950529066446208
2021-09-03,val,1,Sunam,2021-09-04,5.7981890099389215,28,2021.09.03,2021.09.04,28.82788607927929
2021-09-03,val,2,Dhuri,2021-09-05,0.1181417401372031,22,2021.09.03,2021.09.05,34.853638473308116
2021-09-03,val,2,Lehra,2021-09-05,0.5636133514344692,16,2021.09.03,2021.09.05,32.8495698600343
2021-09-03,val,2,Malerkotla,2021-09-05,0.1664402641888175,28,2021.09.03,2021.09.05,32.95608657671671
2021-09-03,val,2,Moonak,2021-09-05,0.6871605863173803,12,2021.09.03,2021.09.05,44.58104012737421
2021-09-03,val,2,Sangrur,2021-09-05,0.194871490289058,28,2021.09.03,2021.09.05,26.950529066446208
2021-09-03,val,2,Sunam,2021-09-05,0.3747248910367489,28,2021.09.03,2021.09.05,28.82788607927929
2021-09-03,val,3,Dhuri,2021-09-06,0.5328726497563449,22,2021.09.03,2021.09.06,34.853638473308116
2021-09-03,val,3,Lehra,2021-09-06,0.8162384256720543,16,2021.09.03,2021.09.06,32.8495698600343
2021-09-03,val,3,Malerkotla,2021-09-06,0.4073391226785524,28,2021.09.03,2021.09.06,32.95608657671671
2021-09-03,val,3,Moonak,2021-09-06,0.8759844203790029,12,2021.09.03,2021.09.06,44.58104012737421
2021-09-03,val,3,Sangrur,2021-09-06,0.6183853191988808,28,2021.09.03,2021.09.06,26.950529066446208
2021-09-03,val,3,Sunam,2021-09-06,0.8022802259240832,28,2021.09.03,2021.09.06,28.82788607927929
2021-09-03,val,4,Dhuri,2021-09-07,3.3394088961861352,22,2021.09.03,2021.09.07,34.853638473308116
2021-09-03,val,4,Lehra,2021-09-07,3.6480094641447063,16,2021.09.03,2021.09.07,32.8495698600343
2021-09-03,val,4,Malerkotla,2021-09-07,3.034419596195221,28,2021.09.03,2021.09.07,32.95608657671671
2021-09-03,val,4,Moonak,2021-09-07,3.532128393650055,12,2021.09.03,2021.09.07,44.58104012737421
2021-09-03,val,4,Sangrur,2021-09-07,3.165910848549434,28,2021.09.03,2021.09.07,26.950529066446208
2021-09-03,val,4,Sunam,2021-09-07,3.456360706261226,28,2021.09.03,2021.09.07,28.82788607927929
2021-09-03,val,5,Dhuri,2021-09-08,9.746722871607,22,2021.09.03,2021.09.08,34.853638473308116
2021-09-03,val,5,Lehra,2021-09-08,7.46440052986145,16,2021.09.03,2021.09.08,32.8495698600343
2021-09-03,val,5,Malerkotla,2021-09-08,9.356527600969589,28,2021.09.03,2021.09.08,32.95608657671671
2021-09-03,val,5,Moonak,2021-09-08,6.793127735455831,12,2021.09.03,2021.09.08,44.58104012737421
2021-09-03,val,5,Sangrur,2021-09-08,8.340325338499886,28,2021.09.03,2021.09.08,26.950529066446208
2021-09-03,val,5,Sunam,2021-09-08,7.663618104798453,28,2021.09.03,2021.09.08,28.82788607927929
2021-09-03,val,6,Dhuri,2021-09-09,15.147062128240412,22,2021.09.03,2021.09.09,34.853638473308116
2021-09-03,val,6,Lehra,2021-09-09,14.892436563968658,16,2021.09.03,2021.09.09,32.8495698600343
2021-09-03,val,6,Malerkotla,2021-09-09,13.533700398036412,28,2021.09.03,2021.09.09,32.95608657671671
2021-09-03,val,6,Moonak,2021-09-09,12.83819309870402,12,2021.09.03,2021.09.09,44.58104012737421
2021-09-03,val,6,Sangrur,2021-09-09,13.792494126728602,28,2021.09.03,2021.09.09,26.950529066446208
2021-09-03,val,6,Sunam,2021-09-09,13.801109722682408,28,2021.09.03,2021.09.09,28.82788607927929
2021-09-03,val,7,Dhuri,2021-09-10,14.489535505121404,22,2021.09.03,2021.09.10,34.853638473308116
2021-09-03,val,7,Lehra,2021-09-10,16.869088053703308,16,2021.09.03,2021.09.10,32.8495698600343
2021-09-03,val,7,Malerkotla,2021-09-10,13.208132675715856,28,2021.09.03,2021.09.10,32.95608657671671
2021-09-03,val,7,Moonak,2021-09-10,17.213117043177288,12,2021.09.03,2021.09.10,44.58104012737421
2021-09-03,val,7,Sangrur,2021-09-10,14.00946491105216,28,2021.09.03,2021.09.10,26.950529066446208
2021-09-03,val,7,Sunam,2021-09-10,15.143346956798007,28,2021.09.03,2021.09.10,28.82788607927929
2021-09-05,val,1,Dhuri,2021-09-06,0.9674954143437472,22,2021.09.05,2021.09.06,71.04847820491655
2021-09-05,val,1,Lehra,2021-09-06,1.4987392611801624,16,2021.09.05,2021.09.06,39.81700823080018
2021-09-05,val,1,Malerkotla,2021-09-06,1.0040265385593687,28,2021.09.05,2021.09.06,66.39010829579618
2021-09-05,val,1,Moonak,2021-09-06,1.8994921048482256,12,2021.09.05,2021.09.06,48.96718907389929
2021-09-05,val,1,Sangrur,2021-09-06,1.2444455197879247,28,2021.09.05,2021.09.06,54.6842770176625
2021-09-05,val,1,Sunam,2021-09-06,1.5049380660057068,28,2021.09.05,2021.09.06,40.24524150134099
2021-09-05,val,2,Dhuri,2021-09-07,5.992717807943171,22,2021.09.05,2021.09.07,71.04847820491655
2021-09-05,val,2,Lehra,2021-09-07,6.103513449430466,16,2021.09.05,2021.09.07,39.81700823080018
2021-09-05,val,2,Malerkotla,2021-09-07,6.142373204231262,28,2021.09.05,2021.09.07,66.39010829579618
2021-09-05,val,2,Moonak,2021-09-07,6.513162096341451,12,2021.09.05,2021.09.07,48.96718907389929
2021-09-05,val,2,Sangrur,2021-09-07,6.27620496068682,28,2021.09.05,2021.09.07,54.6842770176625
2021-09-05,val,2,Sunam,2021-09-07,6.363540274756296,28,2021.09.05,2021.09.07,40.24524150134099
2021-09-05,val,3,Dhuri,2021-09-08,6.912480722774159,22,2021.09.05,2021.09.08,71.04847820491655
2021-09-05,val,3,Lehra,2021-09-08,7.635922282934189,16,2021.09.05,2021.09.08,39.81700823080018
2021-09-05,val,3,Malerkotla,2021-09-08,6.640153714588711,28,2021.09.05,2021.09.08,66.39010829579618
2021-09-05,val,3,Moonak,2021-09-08,6.394382516543071,12,2021.09.05,2021.09.08,48.96718907389929
2021-09-05,val,3,Sangrur,2021-09-08,7.204055837222508,28,2021.09.05,2021.09.08,54.6842770176625
2021-09-05,val,3,Sunam,2021-09-08,7.583694628306797,28,2021.09.05,2021.09.08,40.24524150134099
2021-09-05,val,4,Dhuri,2021-09-09,12.539169441569936,22,2021.09.05,2021.09.09,71.04847820491655
2021-09-05,val,4,Lehra,2021-09-09,11.558005452156069,16,2021.09.05,2021.09.09,39.81700823080018
2021-09-05,val,4,Malerkotla,2021-09-09,12.131606578826904,28,2021.09.05,2021.09.09,66.39010829579618
2021-09-05,val,4,Moonak,2021-09-09,9.273579359054564,12,2021.09.05,2021.09.09,48.96718907389929
2021-09-05,val,4,Sangrur,2021-09-09,11.613282782690863,28,2021.09.05,2021.09.09,54.6842770176625
2021-09-05,val,4,Sunam,2021-09-09,11.528722831181115,28,2021.09.05,2021.09.09,40.24524150134099
2021-09-05,val,5,Dhuri,2021-09-10,19.20989617434415,22,2021.09.05,2021.09.10,71.04847820491655
2021-09-05,val,5,Lehra,2021-09-10,18.486151158809665,16,2021.09.05,2021.09.10,39.81700823080018
2021-09-05,val,5,Malerkotla,2021-09-10,18.335526875087197,28,2021.09.05,2021.09.10,66.39010829579618
2021-09-05,val,5,Moonak,2021-09-10,13.955260038375854,12,2021.09.05,2021.09.10,48.96718907389929
2021-09-05,val,5,Sangrur,2021-09-10,18.173254217420304,28,2021.09.05,2021.09.10,54.6842770176625
2021-09-05,val,5,Sunam,2021-09-10,18.663348947252548,28,2021.09.05,2021.09.10,40.24524150134099
2021-09-05,val,6,Dhuri,2021-09-11,15.0992938821966,22,2021.09.05,2021.09.11,71.04847820491655
2021-09-05,val,6,Lehra,2021-09-11,15.428621113300323,16,2021.09.05,2021.09.11,39.81700823080018
2021-09-05,val,6,Malerkotla,2021-09-11,13.989852700914655,28,2021.09.05,2021.09.11,66.39010829579618
2021-09-05,val,6,Moonak,2021-09-11,13.911018451054892,12,2021.09.05,2021.09.11,48.96718907389929
2021-09-05,val,6,Sangrur,2021-09-11,14.920233828680855,28,2021.09.05,2021.09.11,54.6842770176625
2021-09-05,val,6,Sunam,2021-09-11,15.411445004599434,28,2021.09.05,2021.09.11,40.24524150134099
2021-09-05,val,7,Dhuri,2021-09-12,6.689091769131747,22,2021.09.05,2021.09.12,71.04847820491655
2021-09-05,val,7,Lehra,2021-09-12,5.301722317934036,16,2021.09.05,2021.09.12,39.81700823080018
2021-09-05,val,7,Malerkotla,2021-09-12,6.34096770627158,28,2021.09.05,2021.09.12,66.39010829579618
2021-09-05,val,7,Moonak,2021-09-12,4.803128023942311,12,2021.09.05,2021.09.12,48.96718907389929
2021-09-05,val,7,Sangrur,2021-09-12,6.618285093988691,28,2021.09.05,2021.09.12,54.6842770176625
2021-09-05,val,7,Sunam,2021-09-12,6.072020173072815,28,2021.09.05,2021.09.12,40.24524150134099
2021-09-06,val,1,Dhuri,2021-09-07,5.071883927692067,22,2021.09.06,2021.09.07,70.81401251630771
2021-09-06,val,1,Lehra,2021-09-07,7.595691591501236,16,2021.09.06,2021.09.07,39.25739558205597
2021-09-06,val,1,Malerkotla,2021-09-07,4.340392742838178,28,2021.09.06,2021.09.07,66.1889835732834
2021-09-06,val,1,Moonak,2021-09-07,7.651973207791646,12,2021.09.06,2021.09.07,47.51296929140576
2021-09-06,val,1,Sangrur,2021-09-07,6.449413912636893,28,2021.09.06,2021.09.07,55.07521638332347
2021-09-06,val,1,Sunam,2021-09-07,7.494800227028983,28,2021.09.06,2021.09.07,40.281857836594135
2021-09-06,val,2,Dhuri,2021-09-08,9.814499551599676,22,2021.09.06,2021.09.08,70.81401251630771
2021-09-06,val,2,Lehra,2021-09-08,8.016880840063095,16,2021.09.06,2021.09.08,39.25739558205597
2021-09-06,val,2,Malerkotla,2021-09-08,9.091688888413566,28,2021.09.06,2021.09.08,66.1889835732834
2021-09-06,val,2,Moonak,2021-09-08,6.340825875600179,12,2021.09.06,2021.09.08,47.51296929140576
2021-09-06,val,2,Sangrur,2021-09-08,9.3398414679936,28,2021.09.06,2021.09.08,55.07521638332347
2021-09-06,val,2,Sunam,2021-09-08,8.731558646474566,28,2021.09.06,2021.09.08,40.281857836594135
2021-09-06,val,3,Dhuri,2021-09-09,9.155242269689388,22,2021.09.06,2021.09.09,70.81401251630771
2021-09-06,val,3,Lehra,2021-09-09,8.60303583741188,16,2021.09.06,2021.09.09,39.25739558205597
2021-09-06,val,3,Malerkotla,2021-09-09,9.519582765442983,28,2021.09.06,2021.09.09,66.1889835732834
2021-09-06,val,3,Moonak,2021-09-09,7.206370155016581,12,2021.09.06,2021.09.09,47.51296929140576
2021-09-06,val,3,Sangrur,2021-09-09,7.741575513567243,28,2021.09.06,2021.09.09,55.07521638332347
2021-09-06,val,3,Sunam,2021-09-09,7.622350897107806,28,2021.09.06,2021.09.09,40.281857836594135
2021-09-06,val,4,Dhuri,2021-09-10,15.068072145635432,22,2021.09.06,2021.09.10,70.81401251630771
2021-09-06,val,4,Lehra,2021-09-10,16.549649000167847,16,2021.09.06,2021.09.10,39.25739558205597
2021-09-06,val,4,Malerkotla,2021-09-10,13.692656244550433,28,2021.09.06,2021.09.10,66.1889835732834
2021-09-06,val,4,Moonak,2021-09-10,15.467698176701864,12,2021.09.06,2021.09.10,47.51296929140576
2021-09-06,val,4,Sangrur,2021-09-10,15.063947064535958,28,2021.09.06,2021.09.10,55.07521638332347
2021-09-06,val,4,Sunam,2021-09-10,15.06251427105495,28,2021.09.06,2021.09.10,40.281857836594135
2021-09-06,val,5,Dhuri,2021-09-11,9.3921987360174,22,2021.09.06,2021.09.11,70.81401251630771
2021-09-06,val,5,Lehra,2021-09-11,12.278343796730042,16,2021.09.06,2021.09.11,39.25739558205597
2021-09-06,val,5,Malerkotla,2021-09-11,8.304467967578343,28,2021.09.06,2021.09.11,66.1889835732834
2021-09-06,val,5,Moonak,2021-09-11,13.533008178075155,12,2021.09.06,2021.09.11,47.51296929140576
2021-09-06,val,5,Sangrur,2021-09-11,9.925246170588904,28,2021.09.06,2021.09.11,55.07521638332347
2021-09-06,val,5,Sunam,2021-09-11,10.706301144191196,28,2021.09.06,2021.09.11,40.281857836594135
2021-09-06,val,6,Dhuri,2021-09-12,3.628783702850342,22,2021.09.06,2021.09.12,70.81401251630771
2021-09-06,val,6,Lehra,2021-09-12,3.713687047362328,16,2021.09.06,2021.09.12,39.25739558205597
2021-09-06,val,6,Malerkotla,2021-09-12,3.019781938620976,28,2021.09.06,2021.09.12,66.1889835732834
2021-09-06,val,6,Moonak,2021-09-12,3.684352258841197,12,2021.09.06,2021.09.12,47.51296929140576
2021-09-06,val,6,Sangrur,2021-09-12,3.9836777448654175,28,2021.09.06,2021.09.12,55.07521638332347
2021-09-06,val,6,Sunam,2021-09-12,3.8542365857533047,28,2021.09.06,2021.09.12,40.281857836594135
2021-09-06,val,7,Dhuri,2021-09-13,3.3739801970395176,22,2021.09.06,2021.09.13,70.81401251630771
2021-09-06,val,7,Lehra,2021-09-13,4.150620400905609,16,2021.09.06,2021.09.13,39.25739558205597
2021-09-06,val,7,Malerkotla,2021-09-13,2.9498066135815213,28,2021.09.06,2021.09.13,66.1889835732834
2021-09-06,val,7,Moonak,2021-09-13,4.042583505312602,12,2021.09.06,2021.09.13,47.51296929140576
2021-09-06,val,7,Sangrur,2021-09-13,3.605918194566454,28,2021.09.06,2021.09.13,55.07521638332347
2021-09-06,val,7,Sunam,2021-09-13,3.806381055286952,28,2021.09.06,2021.09.13,40.281857836594135
2021-09-08,val,1,Dhuri,2021-09-09,8.4359374479814,22,2021.09.08,2021.09.09,67.75949459827814
2021-09-08,val,1,Lehra,2021-09-09,9.5484679043293,16,2021.09.08,2021.09.09,38.020162887841245
2021-09-08,val,1,Malerkotla,2021-09-09,9.79953908920288,28,2021.09.08,2021.09.09,61.99273110388506
2021-09-08,val,1,Moonak,2021-09-09,9.491620699564615,12,2021.09.08,2021.09.09,41.981602920963766
2021-09-08,val,1,Sangrur,2021-09-09,7.417221120425633,28,2021.09.08,2021.09.09,54.78993736349479
2021-09-08,val,1,Sunam,2021-09-09,8.33249647276742,28,2021.09.08,2021.09.09,40.01093105750088
2021-09-08,val,2,Dhuri,2021-09-10,11.72681713104248,22,2021.09.08,2021.09.10,67.75949459827814
2021-09-08,val,2,Lehra,2021-09-10,11.41614156961441,16,2021.09.08,2021.09.10,38.020162887841245
2021-09-08,val,2,Malerkotla,2021-09-10,12.421391895839148,28,2021.09.08,2021.09.10,61.99273110388506
2021-09-08,val,2,Moonak,2021-09-10,9.560864249865212,12,2021.09.08,2021.09.10,41.981602920963766
2021-09-08,val,2,Sangrur,2021-09-10,11.059577907834734,28,2021.09.08,2021.09.10,54.78993736349479
2021-09-08,val,2,Sunam,2021-09-10,10.91536293710981,28,2021.09.08,2021.09.10,40.01093105750088
2021-09-08,val,3,Dhuri,2021-09-11,10.430152589624578,22,2021.09.08,2021.09.11,67.75949459827814
2021-09-08,val,3,Lehra,2021-09-11,14.024344861507416,16,2021.09.08,2021.09.11,38.020162887841245
2021-09-08,val,3,Malerkotla,2021-09-11,9.718504462923322,28,2021.09.08,2021.09.11,61.99273110388506
2021-09-08,val,3,Moonak,2021-09-11,13.46496319770813,12,2021.09.08,2021.09.11,41.981602920963766
2021-09-08,val,3,Sangrur,2021-09-11,12.272151810782296,28,2021.09.08,2021.09.11,54.78993736349479
2021-09-08,val,3,Sunam,2021-09-11,13.537497213908605,28,2021.09.08,2021.09.11,40.01093105750088
2021-09-08,val,4,Dhuri,2021-09-12,6.444972059943459,22,2021.09.08,2021.09.12,67.75949459827814
2021-09-08,val,4,Lehra,2021-09-12,7.65138253569603,16,2021.09.08,2021.09.12,38.020162887841245
2021-09-08,val,4,Malerkotla,2021-09-12,5.940997294017246,28,2021.09.08,2021.09.12,61.99273110388506
2021-09-08,val,4,Moonak,2021-09-12,8.0728759765625,12,2021.09.08,2021.09.12,41.981602920963766
2021-09-08,val,4,Sangrur,2021-09-12,6.764122707503183,28,2021.09.08,2021.09.12,54.78993736349479
2021-09-08,val,4,Sunam,2021-09-12,7.069601041930063,28,2021.09.08,2021.09.12,40.01093105750088
2021-09-08,val,5,Dhuri,2021-09-13,5.205960837277499,22,2021.09.08,2021.09.13,67.75949459827814
2021-09-08,val,5,Lehra,2021-09-13,6.093907952308655,16,2021.09.08,2021.09.13,38.020162887841245
2021-09-08,val,5,Malerkotla,2021-09-13,4.403695200170789,28,2021.09.08,2021.09.13,61.99273110388506
2021-09-08,val,5,Moonak,2021-09-13,5.11156177520752,12,2021.09.08,2021.09.13,41.981602920963766
2021-09-08,val,5,Sangrur,2021-09-13,5.165516912937164,28,2021.09.08,2021.09.13,54.78993736349479
2021-09-08,val,5,Sunam,2021-09-13,5.64211688722883,28,2021.09.08,2021.09.13,40.01093105750088
2021-09-08,val,6,Dhuri,2021-09-14,2.6553789377212524,22,2021.09.08,2021.09.14,67.75949459827814
2021-09-08,val,6,Lehra,2021-09-14,3.905458301305771,16,2021.09.08,2021.09.14,38.020162887841245
2021-09-08,val,6,Malerkotla,2021-09-14,1.805128655263356,28,2021.09.08,2021.09.14,61.99273110388506
2021-09-08,val,6,Moonak,2021-09-14,3.270981033643087,12,2021.09.08,2021.09.14,41.981602920963766
2021-09-08,val,6,Sangrur,2021-09-14,3.339530416897365,28,2021.09.08,2021.09.14,54.78993736349479
2021-09-08,val,6,Sunam,2021-09-14,3.8171577027865817,28,2021.09.08,2021.09.14,40.01093105750088
2021-09-08,val,7,Dhuri,2021-09-15,5.120356668125499,22,2021.09.08,2021.09.15,67.75949459827814
2021-09-08,val,7,Lehra,2021-09-15,5.82841157913208,16,2021.09.08,2021.09.15,38.020162887841245
2021-09-08,val,7,Malerkotla,2021-09-15,4.449313393660954,28,2021.09.08,2021.09.15,61.99273110388506
2021-09-08,val,7,Moonak,2021-09-15,5.430333216985066,12,2021.09.08,2021.09.15,41.981602920963766
2021-09-08,val,7,Sangrur,2021-09-15,5.090089440345764,28,2021.09.08,2021.09.15,54.78993736349479
2021-09-08,val,7,Sunam,2021-09-15,5.216809698513576,28,2021.09.08,2021.09.15,40.01093105750088
2021-09-11,val,1,Dhuri,2021-09-12,8.629893432963978,22,2021.09.11,2021.09.12,26.19092251334269
2021-09-11,val,1,Lehra,2021-09-12,9.45754611492157,16,2021.09.11,2021.09.12,6.786578286776387
2021-09-11,val,1,Malerkotla,2021-09-12,7.302855968475342,28,2021.09.11,2021.09.12,21.562283021899873
2021-09-11,val,1,Moonak,2021-09-12,7.963790655136108,12,2021.09.11,2021.09.12,5.608726435395549
2021-09-11,val,1,Sangrur,2021-09-12,8.360177687236241,28,2021.09.11,2021.09.12,25.068530187912156
2021-09-11,val,1,Sunam,2021-09-12,8.604353734425136,28,2021.09.11,2021.09.12,11.155865912756886
2021-09-11,val,2,Dhuri,2021-09-13,3.4094283797524194,22,2021.09.11,2021.09.13,26.19092251334269
2021-09-11,val,2,Lehra,2021-09-13,5.16539391875267,16,2021.09.11,2021.09.13,6.786578286776387
2021-09-11,val,2,Malerkotla,2021-09-13,3.016954277242933,28,2021.09.11,2021.09.13,21.562283021899873
2021-09-11,val,2,Moonak,2021-09-13,5.179966529210408,12,2021.09.11,2021.09.13,5.608726435395549
2021-09-11,val,2,Sangrur,2021-09-13,4.112774321011135,28,2021.09.11,2021.09.13,25.068530187912156
2021-09-11,val,2,Sunam,2021-09-13,4.4248999527522495,28,2021.09.11,2021.09.13,11.155865912756886
2021-09-11,val,3,Dhuri,2021-09-14,3.224238308993253,22,2021.09.11,2021.09.14,26.19092251334269
2021-09-11,val,3,Lehra,2021-09-14,4.063465982675552,16,2021.09.11,2021.09.14,6.786578286776387
2021-09-11,val,3,Malerkotla,2021-09-14,3.0226886016981944,28,2021.09.11,2021.09.14,21.562283021899873
2021-09-11,val,3,Moonak,2021-09-14,4.105532705783844,12,2021.09.11,2021.09.14,5.608726435395549
2021-09-11,val,3,Sangrur,2021-09-14,3.535258412361145,28,2021.09.11,2021.09.14,25.068530187912156
2021-09-11,val,3,Sunam,2021-09-14,3.712642320564815,28,2021.09.11,2021.09.14,11.155865912756886
2021-09-11,val,4,Dhuri,2021-09-15,3.7868804823268554,22,2021.09.11,2021.09.15,26.19092251334269
2021-09-11,val,4,Lehra,2021-09-15,7.324581414461136,16,2021.09.11,2021.09.15,6.786578286776387
2021-09-11,val,4,Malerkotla,2021-09-15,3.0303100517817905,28,2021.09.11,2021.09.15,21.562283021899873
2021-09-11,val,4,Moonak,2021-09-15,7.71978493531545,12,2021.09.11,2021.09.15,5.608726435395549
2021-09-11,val,4,Sangrur,2021-09-15,4.773865614618574,28,2021.09.11,2021.09.15,25.068530187912156
2021-09-11,val,4,Sunam,2021-09-15,6.015129378863743,28,2021.09.11,2021.09.15,11.155865912756886
2021-09-11,val,5,Dhuri,2021-09-16,4.351760398257863,22,2021.09.11,2021.09.16,26.19092251334269
2021-09-11,val,5,Lehra,2021-09-16,7.861979633569717,16,2021.09.11,2021.09.16,6.786578286776387
2021-09-11,val,5,Malerkotla,2021-09-16,3.9545889667102263,28,2021.09.11,2021.09.16,21.562283021899873
2021-09-11,val,5,Moonak,2021-09-16,7.652528762817383,12,2021.09.11,2021.09.16,5.608726435395549
2021-09-11,val,5,Sangrur,2021-09-16,5.157265714236668,28,2021.09.11,2021.09.16,25.068530187912156
2021-09-11,val,5,Sunam,2021-09-16,6.480962548937116,28,2021.09.11,2021.09.16,11.155865912756886
2021-09-11,val,6,Dhuri,2021-09-17,3.108646262775768,22,2021.09.11,2021.09.17,26.19092251334269
2021-09-11,val,6,Lehra,2021-09-17,3.9254183918237686,16,2021.09.11,2021.09.17,6.786578286776387
2021-09-11,val,6,Malerkotla,2021-09-17,2.6840764539582387,28,2021.09.11,2021.09.17,21.562283021899873
2021-09-11,val,6,Moonak,2021-09-17,3.887955725193024,12,2021.09.11,2021.09.17,5.608726435395549
2021-09-11,val,6,Sangrur,2021-09-17,3.537117396082197,28,2021.09.11,2021.09.17,25.068530187912156
2021-09-11,val,6,Sunam,2021-09-17,3.893599901880537,28,2021.09.11,2021.09.17,11.155865912756886
2021-09-11,val,7,Dhuri,2021-09-18,1.8673970699310305,22,2021.09.11,2021.09.18,26.19092251334269
2021-09-11,val,7,Lehra,2021-09-18,3.1192913204431534,16,2021.09.11,2021.09.18,6.786578286776387
2021-09-11,val,7,Malerkotla,2021-09-18,1.6710346639156342,28,2021.09.11,2021.09.18,21.562283021899873
2021-09-11,val,7,Moonak,2021-09-18,2.808685878912608,12,2021.09.11,2021.09.18,5.608726435395549
2021-09-11,val,7,Sangrur,2021-09-18,2.087121912411281,28,2021.09.11,2021.09.18,25.068530187912156
2021-09-11,val,7,Sunam,2021-09-18,2.5197500458785465,28,2021.09.11,2021.09.18,11.155865912756886
2021-09-07,val,1,Dhuri,2021-09-08,12.63330888748169,22,2021.09.07,2021.09.08,68.03982793224597
