phase,active,jjas,offset,block,n,mean_anom_mm,median_anom_mm,mean_pct,ci_lo_mm,ci_hi_mm,frac_days_above_normal
1,False,0,3,Dhuri,96,1.071,-1.728,39.4,-0.42,2.562,0.344
1,False,0,3,Lehra,96,0.869,-1.189,14.57,-0.512,2.249,0.354
1,False,0,3,Malerkotla,96,1.361,-1.908,40.79,-0.33,3.052,0.333
1,False,0,3,Moonak,96,0.64,-1.205,9.12,-0.676,1.956,0.333
1,False,0,3,Sangrur,96,0.992,-1.269,26.56,-0.451,2.435,0.323
1,False,0,3,Sunam,96,0.864,-1.048,18.07,-0.531,2.26,0.375
1,False,0,10,Dhuri,96,0.336,-1.864,39.81,-1.336,2.009,0.302
1,False,0,10,Lehra,96,0.204,-1.55,50.34,-1.253,1.661,0.312
1,False,0,10,Malerkotla,96,0.252,-2.333,38.31,-1.556,2.059,0.302
1,False,0,10,Moonak,96,0.182,-1.478,58.5,-1.269,1.633,0.292
1,False,0,10,Sangrur,96,0.045,-1.877,24.68,-1.452,1.542,0.25
1,False,0,10,Sunam,96,0.067,-1.654,36.36,-1.378,1.513,0.302
1,False,0,17,Dhuri,96,-2.626,-2.68,-58.32,-3.494,-1.758,0.167
1,False,0,17,Lehra,96,-2.193,-2.535,-67.24,-2.916,-1.47,0.135
1,False,0,17,Malerkotla,96,-2.883,-2.841,-54.87,-3.91,-1.857,0.167
1,False,0,17,Moonak,96,-2.235,-2.262,-63.6,-2.92,-1.549,0.104
1,False,0,17,Sangrur,96,-2.622,-2.811,-60.43,-3.498,-1.746,0.167
1,False,0,17,Sunam,96,-2.419,-2.396,-65.09,-3.227,-1.611,0.146
1,False,0,24,Dhuri,96,-1.481,-1.894,-19.46,-2.836,-0.125,0.24
1,False,0,24,Lehra,96,-0.738,-1.085,-18.6,-2.076,0.599,0.25
1,False,0,24,Malerkotla,96,-1.776,-2.035,-24.77,-3.214,-0.337,0.219
1,False,0,24,Moonak,96,-0.814,-1.293,-22.06,-2.196,0.569,0.198
1,False,0,24,Sangrur,96,-1.568,-1.618,-17.45,-2.949,-0.188,0.229
1,False,0,24,Sunam,96,-1.146,-1.262,-19.04,-2.473,0.181,0.281
1,False,1,3,Dhuri,83,0.517,-3.106,13.0,-6.553,7.587,0.337
1,False,1,3,Lehra,83,3.509,-3.049,24.76,-3.816,10.835,0.458
1,False,1,3,Malerkotla,83,-0.787,-4.722,8.37,-7.85,6.276,0.337
1,False,1,3,Moonak,83,4.604,-2.407,29.29,-2.787,11.995,0.458
1,False,1,3,Sangrur,83,1.715,-4.127,17.15,-5.45,8.88,0.422
1,False,1,3,Sunam,83,2.717,-2.61,21.04,-4.432,9.866,0.434
1,False,1,10,Dhuri,83,0.643,-2.523,6.52,-5.388,6.675,0.373
1,False,1,10,Lehra,83,3.061,-3.584,10.91,-3.005,9.127,0.386
1,False,1,10,Malerkotla,83,0.388,-4.423,6.86,-5.478,6.253,0.41
1,False,1,10,Moonak,83,4.572,-1.818,13.18,-1.413,10.557,0.422
1,False,1,10,Sangrur,83,2.014,-4.22,9.21,-4.195,8.223,0.386
1,False,1,10,Sunam,83,2.5,-2.634,9.53,-3.46,8.46,0.373
1,False,1,17,Dhuri,83,1.421,-2.814,-4.27,-5.415,8.258,0.361
1,False,1,17,Lehra,83,2.025,-5.331,-4.13,-5.805,9.855,0.301
1,False,1,17,Malerkotla,83,2.298,-2.893,-1.6,-4.097,8.694,0.361
1,False,1,17,Moonak,83,1.925,-3.223,-6.33,-5.519,9.369,0.301
1,False,1,17,Sangrur,83,-0.159,-7.303,-7.72,-7.311,6.994,0.325
1,False,1,17,Sunam,83,1.329,-6.365,-4.72,-6.385,9.043,0.313
1,False,1,24,Dhuri,83,-3.803,-3.346,-17.35,-9.821,2.215,0.301
1,False,1,24,Lehra,83,-3.248,-2.796,-10.88,-8.471,1.976,0.337
1,False,1,24,Malerkotla,83,-2.687,-3.339,-16.85,-8.579,3.205,0.289
1,False,1,24,Moonak,83,-2.284,-1.618,-8.42,-8.297,3.729,0.337
1,False,1,24,Sangrur,83,-6.427,-3.167,-20.12,-12.085,-0.769,0.301
1,False,1,24,Sunam,83,-5.166,-4.4,-14.38,-10.352,0.02,0.313
1,True,0,3,Dhuri,182,1.107,-1.188,21.29,-0.175,2.39,0.258
1,True,0,3,Lehra,182,1.271,-1.219,31.67,-0.039,2.581,0.28
1,True,0,3,Malerkotla,182,1.342,-1.233,22.62,-0.118,2.802,0.258
1,True,0,3,Moonak,182,1.482,-1.175,37.99,0.167,2.797,0.308
1,True,0,3,Sangrur,182,1.378,-1.478,25.02,-0.033,2.789,0.291
1,True,0,3,Sunam,182,1.328,-1.287,28.31,-0.032,2.688,0.308
1,True,0,10,Dhuri,182,0.382,-2.032,-21.02,-1.301,2.064,0.214
1,True,0,10,Lehra,182,0.22,-1.758,-25.77,-1.161,1.601,0.154
1,True,0,10,Malerkotla,182,0.462,-2.035,-22.51,-1.482,2.406,0.192
1,True,0,10,Moonak,182,0.297,-1.792,-25.86,-1.3,1.894,0.148
1,True,0,10,Sangrur,182,0.59,-1.971,-18.55,-1.197,2.377,0.181
1,True,0,10,Sunam,182,0.509,-1.809,-20.17,-1.093,2.11,0.192
1,True,0,17,Dhuri,182,-1.099,-2.025,-26.69,-2.194,-0.005,0.269
1,True,0,17,Lehra,182,-0.958,-1.435,-25.06,-1.852,-0.063,0.236
1,True,0,17,Malerkotla,182,-1.169,-2.079,-26.31,-2.428,0.09,0.242
1,True,0,17,Moonak,182,-1.092,-1.333,-25.26,-1.911,-0.272,0.236
1,True,0,17,Sangrur,182,-1.032,-1.651,-27.37,-2.164,0.099,0.231
1,True,0,17,Sunam,182,-0.931,-1.415,-25.11,-1.925,0.062,0.242
1,True,0,24,Dhuri,182,-1.407,-1.834,-17.22,-2.402,-0.412,0.253
1,True,0,24,Lehra,182,-1.411,-0.916,-18.37,-2.421,-0.402,0.297
1,True,0,24,Malerkotla,182,-1.39,-2.087,-13.16,-2.515,-0.265,0.225
1,True,0,24,Moonak,182,-1.327,-0.99,-20.55,-2.336,-0.317,0.291
1,True,0,24,Sangrur,182,-1.597,-1.721,-15.68,-2.659,-0.535,0.264
1,True,0,24,Sunam,182,-1.526,-0.953,-16.75,-2.558,-0.494,0.286
1,True,1,3,Dhuri,141,-2.577,-5.933,3.88,-7.736,2.581,0.411
1,True,1,3,Lehra,141,-4.991,-8.965,-4.89,-9.773,-0.21,0.348
1,True,1,3,Malerkotla,141,-1.895,-7.608,4.28,-7.038,3.248,0.44
1,True,1,3,Moonak,141,-4.675,-11.643,-2.75,-9.306,-0.044,0.369
1,True,1,3,Sangrur,141,-3.77,-8.239,-1.39,-9.025,1.484,0.369
1,True,1,3,Sunam,141,-4.864,-9.8,-4.25,-9.836,0.108,0.362
1,True,1,10,Dhuri,141,3.866,-2.067,5.16,-2.617,10.35,0.404
1,True,1,10,Lehra,141,2.714,-6.326,2.82,-3.144,8.571,0.369
1,True,1,10,Malerkotla,141,1.866,-1.605,0.73,-3.465,7.198,0.454
1,True,1,10,Moonak,141,3.034,-5.339,5.43,-2.536,8.605,0.348
1,True,1,10,Sangrur,141,3.954,-3.183,4.68,-2.613,10.521,0.411
1,True,1,10,Sunam,141,3.717,-4.292,4.53,-2.584,10.019,0.362
1,True,1,17,Dhuri,141,7.424,-1.607,9.22,0.425,14.423,0.404
1,True,1,17,Lehra,141,2.827,-3.584,0.23,-2.504,8.158,0.383
1,True,1,17,Malerkotla,141,6.317,-1.505,7.79,0.09,12.545,0.383
1,True,1,17,Moonak,141,1.975,-2.246,0.07,-2.531,6.482,0.376
1,True,1,17,Sangrur,141,5.845,-1.722,7.23,-0.708,12.397,0.433
1,True,1,17,Sunam,141,3.983,-2.46,3.18,-1.952,9.919,0.404
1,True,1,24,Dhuri,141,4.185,-1.781,-1.16,-1.223,9.593,0.39
1,True,1,24,Lehra,141,1.962,-2.475,-3.87,-2.43,6.355,0.369
1,True,1,24,Malerkotla,141,3.522,-3.52,-2.99,-1.3,8.344,0.362
1,True,1,24,Moonak,141,0.337,-3.725,-9.15,-3.663,4.336,0.348
1,True,1,24,Sangrur,141,3.335,-4.127,-2.53,-2.042,8.713,0.369
1,True,1,24,Sunam,141,2.436,-3.846,-3.69,-2.413,7.284,0.383
2,False,0,3,Dhuri,96,2.262,-0.634,51.8,0.453,4.07,0.354
2,False,0,3,Lehra,96,1.197,-0.7,31.05,-0.264,2.657,0.281
2,False,0,3,Malerkotla,96,2.886,-0.612,55.72,0.796,4.977,0.365
2,False,0,3,Moonak,96,1.159,-0.922,31.24,-0.254,2.572,0.26
2,False,0,3,Sangrur,96,2.122,-0.774,48.95,0.453,3.792,0.323
2,False,0,3,Sunam,96,1.669,-0.703,39.72,0.119,3.219,0.323
2,False,0,10,Dhuri,96,-0.972,-1.773,-41.92,-1.698,-0.246,0.219
2,False,0,10,Lehra,96,-1.122,-1.632,-51.34,-1.681,-0.563,0.135
2,False,0,10,Malerkotla,96,-1.207,-2.087,-43.58,-2.056,-0.358,0.219
2,False,0,10,Moonak,96,-1.167,-1.542,-47.07,-1.705,-0.629,0.125
2,False,0,10,Sangrur,96,-1.157,-1.766,-45.13,-1.8,-0.514,0.198
2,False,0,10,Sunam,96,-1.304,-1.8,-53.14,-1.855,-0.752,0.167
2,False,0,17,Dhuri,96,-1.079,-1.493,-42.04,-2.025,-0.133,0.188
2,False,0,17,Lehra,96,-0.924,-1.344,-46.89,-1.698,-0.151,0.146
2,False,0,17,Malerkotla,96,-1.422,-1.854,-41.58,-2.498,-0.346,0.167
2,False,0,17,Moonak,96,-1.023,-1.323,-45.49,-1.785,-0.261,0.146
2,False,0,17,Sangrur,96,-1.18,-1.335,-48.78,-2.01,-0.351,0.188
2,False,0,17,Sunam,96,-1.02,-1.423,-50.41,-1.81,-0.229,0.146
2,False,0,24,Dhuri,96,3.409,-0.661,83.14,1.44,5.379,0.396
2,False,0,24,Lehra,96,3.228,-0.57,90.71,1.295,5.16,0.385
2,False,0,24,Malerkotla,96,3.896,-0.906,71.83,1.73,6.062,0.406
2,False,0,24,Moonak,96,2.933,-0.798,80.83,0.981,4.885,0.365
2,False,0,24,Sangrur,96,3.205,-0.745,79.37,1.158,5.252,0.417
2,False,0,24,Sunam,96,3.162,-0.586,83.81,1.199,5.126,0.427
2,False,1,3,Dhuri,97,0.903,-9.894,20.36,-5.314,7.12,0.351
2,False,1,3,Lehra,97,2.907,-6.998,24.84,-3.242,9.056,0.351
2,False,1,3,Malerkotla,97,0.86,-10.047,20.28,-5.421,7.14,0.309
2,False,1,3,Moonak,97,4.503,-6.914,37.78,-1.343,10.348,0.361
2,False,1,3,Sangrur,97,1.592,-9.82,21.37,-4.878,8.061,0.351
2,False,1,3,Sunam,97,2.677,-8.642,23.94,-3.526,8.88,0.361
2,False,1,10,Dhuri,97,-5.097,-9.894,-11.04,-9.195,-1.0,0.268
2,False,1,10,Lehra,97,-5.534,-12.061,-19.92,-9.473,-1.595,0.258
2,False,1,10,Malerkotla,97,-4.611,-9.96,-9.64,-8.78,-0.443,0.268
2,False,1,10,Moonak,97,-4.609,-9.406,-21.37,-8.404,-0.814,0.309
2,False,1,10,Sangrur,97,-5.621,-11.668,-13.35,-9.85,-1.392,0.299
2,False,1,10,Sunam,97,-5.565,-11.718,-17.53,-9.539,-1.59,0.268
2,False,1,17,Dhuri,97,-3.852,-10.491,-15.74,-8.912,1.209,0.258
2,False,1,17,Lehra,97,-0.996,-8.965,-10.92,-6.18,4.187,0.309
2,False,1,17,Malerkotla,97,-2.55,-9.378,-12.99,-7.632,2.532,0.278
2,False,1,17,Moonak,97,-0.25,-7.392,-9.55,-5.156,4.656,0.34
2,False,1,17,Sangrur,97,-3.578,-10.458,-16.37,-8.959,1.803,0.289
2,False,1,17,Sunam,97,-2.493,-10.141,-14.66,-7.694,2.707,0.289
2,False,1,24,Dhuri,97,-0.341,-3.134,-6.14,-5.779,5.097,0.361
2,False,1,24,Lehra,97,-2.18,-3.672,-6.95,-6.6,2.241,0.33
2,False,1,24,Malerkotla,97,1.22,-1.935,-4.71,-4.057,6.497,0.361
2,False,1,24,Moonak,97,-2.882,-4.321,-9.2,-7.266,1.502,0.34
2,False,1,24,Sangrur,97,-0.373,-3.364,-5.33,-6.381,5.636,0.32
2,False,1,24,Sunam,97,-1.796,-4.075,-7.55,-6.827,3.235,0.299
2,True,0,3,Dhuri,194,-0.969,-2.004,-25.28,-1.932,-0.005,0.165
2,True,0,3,Lehra,194,-0.484,-1.756,-13.21,-1.471,0.504,0.113
2,True,0,3,Malerkotla,194,-1.096,-2.042,-24.68,-2.191,-0.002,0.17
2,True,0,3,Moonak,194,-0.49,-1.774,-9.09,-1.499,0.519,0.144
2,True,0,3,Sangrur,194,-0.895,-1.989,-29.13,-1.882,0.091,0.134
2,True,0,3,Sunam,194,-0.709,-2.024,-21.65,-1.69,0.273,0.129
2,True,0,10,Dhuri,194,-1.57,-2.215,-44.03,-2.167,-0.973,0.211
2,True,0,10,Lehra,194,-1.504,-1.754,-52.22,-1.991,-1.016,0.201
2,True,0,10,Malerkotla,194,-1.715,-2.265,-42.74,-2.475,-0.956,0.211
2,True,0,10,Moonak,194,-1.81,-1.795,-56.54,-2.278,-1.342,0.165
2,True,0,10,Sangrur,194,-1.649,-2.067,-47.48,-2.232,-1.066,0.18
2,True,0,10,Sunam,194,-1.489,-1.821,-49.58,-2.025,-0.952,0.17
2,True,0,17,Dhuri,194,-0.712,-2.046,-13.76,-1.649,0.225,0.263
2,True,0,17,Lehra,194,-0.564,-0.79,-13.28,-1.382,0.255,0.304
2,True,0,17,Malerkotla,194,-0.725,-1.786,-13.55,-1.758,0.309,0.258
2,True,0,17,Moonak,194,-0.685,-1.211,-20.44,-1.469,0.1,0.273
2,True,0,17,Sangrur,194,-0.997,-1.26,-15.47,-1.872,-0.121,0.284
2,True,0,17,Sunam,194,-0.621,-0.728,-13.33,-1.458,0.216,0.278
2,True,0,24,Dhuri,194,-1.567,-1.894,10.3,-2.612,-0.522,0.284
2,True,0,24,Lehra,194,-1.538,-1.362,1.43,-2.458,-0.619,0.237
2,True,0,24,Malerkotla,194,-1.744,-2.024,2.3,-2.867,-0.621,0.268
2,True,0,24,Moonak,194,-1.602,-1.434,-16.27,-2.5,-0.705,0.222
2,True,0,24,Sangrur,194,-1.772,-1.834,-1.23,-2.838,-0.705,0.278
2,True,0,24,Sunam,194,-1.854,-1.639,-4.62,-2.811,-0.898,0.258
2,True,1,3,Dhuri,109,0.273,-7.635,-4.9,-6.637,7.183,0.367
2,True,1,3,Lehra,109,0.477,-7.012,-4.97,-5.888,6.842,0.385
2,True,1,3,Malerkotla,109,-1.533,-9.39,-9.11,-7.615,4.549,0.358
2,True,1,3,Moonak,109,-0.507,-5.816,-6.89,-6.004,4.991,0.422
2,True,1,3,Sangrur,109,-0.237,-8.214,-4.66,-7.204,6.729,0.404
2,True,1,3,Sunam,109,0.069,-7.282,-3.98,-6.674,6.812,0.367
2,True,1,10,Dhuri,109,0.351,-9.331,-6.04,-7.382,8.083,0.349
2,True,1,10,Lehra,109,-1.189,-8.262,-9.06,-7.573,5.195,0.303
2,True,1,10,Malerkotla,109,1.05,-9.39,-3.56,-6.287,8.386,0.339
2,True,1,10,Moonak,109,-1.047,-8.153,-6.61,-7.257,5.163,0.339
2,True,1,10,Sangrur,109,-0.868,-10.418,-6.55,-8.373,6.636,0.294
2,True,1,10,Sunam,109,-1.392,-9.564,-7.91,-8.203,5.42,0.349
2,True,1,17,Dhuri,109,6.376,-9.271,17.11,-1.456,14.208,0.394
2,True,1,17,Lehra,109,8.191,-8.093,21.65,0.659,15.723,0.394
2,True,1,17,Malerkotla,109,6.385,-8.163,18.37,-0.928,13.697,0.413
2,True,1,17,Moonak,109,9.289,-6.635,27.75,1.534,17.044,0.394
2,True,1,17,Sangrur,109,5.163,-12.346,13.95,-2.451,12.777,0.358
2,True,1,17,Sunam,109,5.998,-11.309,16.31,-1.439,13.435,0.385
2,True,1,24,Dhuri,109,18.851,2.888,39.8,9.613,28.089,0.532
2,True,1,24,Lehra,109,17.444,7.927,39.9,9.787,25.101,0.569
2,True,1,24,Malerkotla,109,16.341,2.811,34.76,8.39,24.292,0.56
2,True,1,24,Moonak,109,14.906,4.87,37.48,8.292,21.52,0.55
2,True,1,24,Sangrur,109,17.561,3.004,37.85,8.732,26.391,0.532
2,True,1,24,Sunam,109,17.569,6.465,40.0,9.371,25.768,0.56
3,False,0,3,Dhuri,117,-0.826,-1.725,-19.57,-1.581,-0.071,0.282
3,False,0,3,Lehra,117,-0.979,-0.922,-33.37,-1.505,-0.453,0.256
